id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
2931,79,Mastercard,Debit,2147483647,12/2020,69,YES,2,$6588,05/2007,2011,No
4819,427,Visa,Debit,2147483647,11/2024,574,YES,1,$11093,09/2011,2011,No
4047,571,Visa,Debit,2147483647,11/2023,42,YES,1,$16647,07/2016,2016,No
3187,839,Visa,Debit,2147483647,04/2024,259,YES,2,$25650,05/2016,2016,No
281,708,Visa,Credit,2147483647,05/2015,877,YES,2,$98100,01/2011,2011,No
292,532,Visa,Debit,2147483647,04/2024,721,YES,1,$25919,01/2011,2011,No
2688,1652,Visa,Debit,2147483647,05/2023,271,YES,2,$15652,04/2011,2011,No
5290,469,Mastercard,Debit,2147483647,08/2023,60,YES,1,$26162,10/2014,2014,No
4495,546,Mastercard,Debit,2147483647,10/2023,688,YES,2,$9285,09/1998,2013,No
4304,1855,Visa,Debit,2147483647,10/2009,663,YES,1,$19258,08/2009,2011,No
3850,32,Mastercard,Credit,2147483647,05/2012,569,YES,1,$11600,07/2008,2012,No
849,1068,Visa,Debit,2147483647,12/2024,50,YES,1,$11573,01/2020,2020,No
5740,43,Visa,Credit,2147483647,03/2020,326,YES,2,$21700,11/2018,2018,No
1560,1532,Mastercard,Debit,2147483647,06/2022,597,YES,1,$18648,02/2020,2020,No
798,1056,Visa,Debit,2147483647,03/2020,452,YES,1,$16202,01/2020,2020,No
1447,446,Discover,Credit,2147483647,02/2020,171,YES,2,$11100,02/2020,2020,No
2967,41,Mastercard,Debit (Prepaid),2147483647,05/2021,298,YES,1,$83,05/2008,2011,No
1831,1570,Visa,Credit,2147483647,02/2024,389,NO,1,$8700,02/2020,2020,No
2463,1419,Mastercard,Debit,2147483647,03/2021,282,YES,2,$27320,04/2004,2008,No
5847,931,Visa,Debit,2147483647,05/2022,190,YES,2,$21652,12/2005,2012,No
3673,386,Mastercard,Debit,2147483647,10/2023,126,YES,1,$25093,07/2002,2006,No
2974,443,Mastercard,Debit,2147483647,05/2013,643,YES,2,$15317,05/2008,2013,No
3713,982,Mastercard,Credit,2147483647,09/2022,587,YES,2,$8500,07/2004,2009,No
5171,1640,Visa,Credit,2147483647,01/2019,363,YES,1,$11400,10/2009,2009,No
3270,1213,Discover,Credit,2147483647,01/2021,86,YES,1,$12300,06/2004,2013,No
4245,1699,Mastercard,Debit,2147483647,05/2022,508,YES,1,$50961,08/2008,2010,No
1034,1853,Mastercard,Debit,2147483647,01/2024,357,NO,2,$8149,02/2004,2007,No
3495,875,Visa,Credit,2147483647,05/2024,840,YES,1,$7600,06/2010,2010,No
2938,989,Mastercard,Credit,2147483647,02/2024,764,YES,1,$28000,05/2007,2007,No
5939,1774,Mastercard,Credit,2147483647,03/2021,480,NO,1,$4000,12/2008,2012,No
502,1976,Mastercard,Debit,2147483647,12/2021,914,NO,2,$21291,01/2020,2020,No
4736,1485,Visa,Debit,2147483647,11/2023,358,YES,1,$12783,09/2009,2015,No
949,833,Visa,Debit,2147483647,01/2020,369,YES,1,$16736,01/2020,2020,No
4917,284,Mastercard,Debit,2147483647,12/2018,352,YES,1,$23206,09/2018,2018,No
1440,1792,Discover,Credit,2147483647,03/2024,277,YES,2,$4300,02/2020,2020,No
6044,1635,Mastercard,Debit,2147483647,02/2021,905,YES,2,$14348,12/2011,2011,No
3465,1746,Mastercard,Debit (Prepaid),2147483647,11/2020,722,YES,2,$54,06/2010,2015,No
5511,1121,Visa,Credit,2147483647,09/2020,171,YES,1,$23400,11/2007,2008,No
3524,1398,Mastercard,Credit,2147483647,09/2022,21,NO,1,$20100,06/2011,2012,No
2968,816,Mastercard,Debit,2147483647,02/2022,35,YES,2,$13343,05/2008,2011,No
4694,1885,Visa,Debit,2147483647,12/2012,788,YES,2,$18733,09/2008,2014,No
3091,733,Mastercard,Debit,2147483647,12/2020,277,YES,2,$2656,05/2011,2015,No
5033,230,Visa,Debit,2147483647,09/2022,434,NO,2,$14362,10/2005,2006,No
2005,1004,Visa,Debit,2147483647,01/2024,246,YES,1,$14366,03/1997,2008,No
3155,710,Visa,Credit,2147483647,10/2023,725,YES,1,$1300,05/2014,2014,No
2856,1916,Mastercard,Debit,2147483647,12/2022,402,YES,2,$7343,05/2004,2013,No
1948,531,Visa,Credit,2147483647,10/2022,58,YES,1,$9600,02/2020,2020,No
4595,1799,Mastercard,Debit (Prepaid),2147483647,03/2010,553,YES,1,$28,09/2006,2006,No
4621,190,Visa,Debit (Prepaid),2147483647,06/2011,600,YES,1,$41,09/2006,2017,No
1766,192,Visa,Debit,2147483647,07/2021,930,YES,1,$25499,02/2020,2020,No
1534,685,Mastercard,Debit,2147483647,02/2020,573,YES,1,$18976,02/2020,2020,No
4455,1660,Mastercard,Debit,2147483647,03/2024,754,YES,2,$12082,08/2016,2016,No
1316,302,Mastercard,Debit,2147483647,09/2020,652,YES,2,$16799,02/2013,2013,No
2817,373,Mastercard,Debit,2147483647,12/2020,242,YES,2,$8021,05/2001,2018,No
3429,1203,Mastercard,Debit (Prepaid),2147483647,03/2023,57,YES,2,$70,06/2009,2009,No
833,1113,Visa,Credit,2147483647,07/2024,416,NO,2,$4700,01/2020,2020,No
4787,17,Mastercard,Debit,2147483647,06/2022,367,YES,1,$7175,09/2010,2017,No
5050,1600,Mastercard,Debit,2147483647,05/2021,975,YES,2,$22446,10/2006,2012,No
5686,1247,Mastercard,Debit,2147483647,07/2023,407,YES,1,$18482,11/2013,2013,No
3203,1302,Mastercard,Debit,2147483647,02/2020,886,NO,1,$8993,05/2019,2019,No
2832,357,Visa,Credit,2147483647,04/2022,326,YES,2,$14500,05/2002,2007,No
662,1808,Mastercard,Credit,2147483647,11/2022,32,NO,2,$10200,01/2020,2020,No
2212,511,Mastercard,Debit,2147483647,06/2020,810,YES,1,$8367,03/2009,2009,No
232,723,Mastercard,Debit,2147483647,02/2023,310,YES,2,$13529,01/2010,2010,No
2980,1323,Visa,Debit,2147483647,05/2013,524,YES,1,$14074,05/2008,2009,No
2274,1362,Mastercard,Debit (Prepaid),2147483647,07/2023,98,YES,2,$44,03/2011,2016,No
4651,735,Visa,Credit,2147483647,04/2012,992,YES,2,$18600,09/2007,2008,No
1082,244,Mastercard,Credit,2147483647,02/2024,871,NO,2,$7100,02/2006,2011,No
5166,1738,Visa,Credit,2147483647,08/2020,207,YES,1,$15000,10/2009,2009,No
3096,161,Mastercard,Debit,2147483647,02/2024,889,YES,1,$13612,05/2011,2011,No
902,1249,Visa,Credit,2147483647,02/2020,7,YES,2,$8700,01/2020,2020,No
3462,880,Amex,Credit,2147483647,09/2013,657,YES,1,$9500,06/2010,2014,No
588,567,Mastercard,Debit,2147483647,12/2024,978,YES,1,$6497,01/2020,2020,No
4071,565,Visa,Debit,2147483647,09/2024,385,NO,1,$16080,07/2018,2018,No
5340,364,Mastercard,Debit,2147483647,07/2021,110,YES,1,$13699,10/2019,2019,No
5257,1654,Mastercard,Credit,2147483647,09/2020,698,YES,1,$11800,10/2012,2012,No
5075,421,Mastercard,Debit,2147483647,12/2022,307,NO,2,$7842,10/2007,2014,No
2982,369,Visa,Debit,2147483647,04/2013,826,YES,1,$18280,05/2008,2011,No
2582,1512,Visa,Credit,2147483647,11/2022,615,YES,1,$18500,04/2008,2012,No
1367,856,Mastercard,Credit,2147483647,03/2018,105,YES,2,$26800,02/2016,2016,No
5589,1507,Visa,Debit,2147483647,01/2021,841,YES,2,$29543,11/2009,2011,No
4142,1431,Visa,Credit,2147483647,03/2012,388,YES,2,$4900,08/2004,2010,No
926,1597,Visa,Credit,2147483647,07/2020,495,YES,2,$22900,01/2020,2020,No
640,960,Mastercard,Debit,2147483647,10/2023,577,YES,2,$24200,01/2020,2020,No
4431,1964,Mastercard,Credit,2147483647,01/2017,871,YES,2,$11600,08/2014,2014,No
246,1942,Visa,Debit (Prepaid),2147483647,06/2022,186,YES,2,$11,01/2010,2010,No
4313,1270,Visa,Debit,2147483647,09/2022,212,YES,2,$13653,08/2009,2016,No
1837,950,Visa,Credit,2147483647,04/2020,250,YES,1,$3000,02/2020,2020,No
5430,1919,Mastercard,Debit,2147483647,11/2019,577,YES,2,$34684,11/2005,2008,No
4039,1394,Visa,Credit,2147483647,06/2020,393,YES,2,$8500,07/2015,2015,No
872,239,Visa,Debit,2147483647,02/2020,6,YES,2,$20134,01/2020,2020,No
738,312,Mastercard,Debit,2147483647,06/2023,654,YES,1,$26107,01/2020,2020,No
4914,160,Mastercard,Debit (Prepaid),2147483647,03/2020,487,YES,1,$79,09/2017,2017,No
5383,27,Visa,Debit,2147483647,05/2022,534,YES,1,$15082,11/2002,2006,No
258,209,Visa,Credit,2147483647,05/2020,231,YES,2,$8700,01/2010,2010,No
547,1174,Mastercard,Debit,2147483647,08/2024,281,YES,2,$2066,01/2020,2020,No
2332,698,Visa,Debit,2147483647,12/2014,322,YES,1,$25214,03/2014,2014,No
964,1911,Visa,Debit,2147483647,09/2022,26,NO,2,$17789,02/1998,2019,No
3104,869,Visa,Debit (Prepaid),2147483647,09/2024,600,YES,2,$76,05/2011,2011,No
3350,790,Mastercard,Debit,2147483647,03/2012,803,YES,1,$23632,06/2007,2009,No
5961,1074,Mastercard,Debit,2147483647,12/2023,428,YES,2,$6847,12/2009,2009,No
4964,16,Mastercard,Debit,2147483647,12/2020,962,YES,2,$7562,10/2002,2011,No
1167,46,Mastercard,Debit (Prepaid),2147483647,02/2018,830,YES,2,$97,02/2009,2015,No
6025,1568,Visa,Credit,2147483647,07/2023,388,YES,1,$13000,12/2010,2012,No
4929,1432,Visa,Credit,2147483647,07/2023,543,YES,1,$19400,10/1996,2012,No
5616,1254,Mastercard,Debit,2147483647,11/2024,270,YES,1,$20294,11/2010,2010,No
5238,1045,Mastercard,Debit (Prepaid),2147483647,07/2021,529,YES,1,$95,10/2011,2011,No
4185,1668,Mastercard,Debit,2147483647,02/2021,29,YES,1,$33471,08/2006,2011,No
473,824,Mastercard,Debit,2147483647,07/2020,98,YES,1,$1940,01/2020,2020,No
321,1122,Visa,Debit,2147483647,01/2021,681,YES,1,$32071,01/2013,2013,No
945,958,Visa,Debit,2147483647,10/2024,884,YES,1,$12240,01/2020,2020,No
2941,13,Visa,Debit,2147483647,08/2020,283,YES,1,$10629,05/2007,2008,No
4946,1487,Visa,Credit,2147483647,06/2021,453,YES,2,$24200,10/2000,2013,No
19,115,Mastercard,Debit,2147483647,01/2023,310,YES,2,$46184,01/2001,2014,No
3331,296,Visa,Debit (Prepaid),2147483647,08/2023,204,NO,2,$87,06/2006,2006,No
1651,508,Mastercard,Debit,2147483647,03/2023,63,YES,1,$20773,02/2020,2020,No
376,20,Visa,Credit,2147483647,02/2022,213,YES,1,$13000,01/2018,2018,No
4757,1766,Amex,Credit,2147483647,08/2020,954,YES,1,$8200,09/2010,2012,No
4927,115,Visa,Credit,2147483647,10/2024,839,YES,1,$13200,09/2019,2019,No
2647,1736,Mastercard,Credit,2147483647,12/2022,32,YES,1,$9100,04/2010,2019,No
5441,538,Visa,Credit,2147483647,06/2020,520,YES,2,$7000,11/2005,2018,No
4639,0,Mastercard,Credit,2147483647,12/2019,312,YES,1,$17600,09/2007,2014,No
3479,1563,Mastercard,Credit,2147483647,11/2022,138,YES,1,$2900,06/2010,2010,No
3112,826,Amex,Credit,2147483647,03/2017,382,YES,1,$19400,05/2012,2012,No
1009,1063,Amex,Credit,2147483647,11/2003,14,YES,1,$9800,02/2003,2013,No
2726,1432,Mastercard,Debit,2147483647,07/2022,246,YES,2,$25740,04/2014,2014,No
1735,1819,Mastercard,Debit,2147483647,10/2022,702,YES,2,$15474,02/2020,2020,No
2419,1859,Mastercard,Debit (Prepaid),2147483647,05/2020,982,YES,1,$65,04/2001,2014,No
4310,1825,Visa,Debit,2147483647,10/2020,194,YES,1,$23878,08/2009,2011,No
2915,1654,Visa,Credit,2147483647,10/2023,921,YES,1,$14900,05/2006,2014,No
4864,659,Visa,Debit,2147483647,11/2019,482,YES,2,$17649,09/2013,2013,No
3514,1564,Mastercard,Debit,2147483647,07/2024,813,YES,1,$15820,06/2011,2011,No
2528,1560,Mastercard,Credit,2147483647,11/2020,545,YES,2,$12800,04/2007,2010,No
5660,1797,Visa,Debit,2147483647,10/2022,645,YES,2,$16008,11/2011,2011,No
4613,989,Mastercard,Debit,2147483647,06/2020,645,NO,1,$19843,09/2006,2015,No
2119,1895,Mastercard,Debit,2147483647,01/2022,292,YES,2,$2042,03/2006,2013,No
4753,614,Visa,Credit,2147483647,05/2021,328,YES,1,$12700,09/2009,2015,No
225,1078,Mastercard,Debit,2147483647,10/2023,862,YES,2,$18092,01/2010,2015,No
5154,908,Mastercard,Debit,2147483647,01/2024,748,YES,1,$13123,10/2009,2014,No
2190,1756,Mastercard,Credit,2147483647,01/2024,847,YES,1,$19100,03/2008,2009,No
3819,1485,Visa,Debit,2147483647,11/2020,362,YES,2,$26460,07/2007,2017,No
2679,132,Mastercard,Debit,2147483647,01/2022,625,YES,2,$15022,04/2011,2011,No
903,1632,Visa,Debit,2147483647,01/2020,884,YES,1,$15914,01/2020,2020,No
496,875,Mastercard,Debit,2147483647,08/2022,408,YES,1,$20801,01/2020,2020,No
2200,1014,Visa,Credit,2147483647,07/2015,45,YES,1,$43900,03/2008,2013,No
5494,1064,Mastercard,Debit (Prepaid),2147483647,10/2008,655,YES,2,$58,11/2007,2015,No
179,677,Visa,Credit,2147483647,06/2020,215,YES,2,$23100,01/2008,2010,No
1871,1620,Visa,Credit,2147483647,12/2024,448,YES,2,$10600,02/2020,2020,No
2104,200,Discover,Credit,2147483647,04/2007,936,YES,2,$14600,03/2006,2014,No
4437,1699,Visa,Debit,2147483647,10/2020,412,YES,1,$31896,08/2014,2014,No
899,1423,Visa,Credit,2147483647,01/2024,450,YES,2,$3400,01/2020,2020,No
3403,1210,Visa,Debit,2147483647,12/2020,347,YES,1,$26982,06/2008,2008,No
4941,1495,Visa,Debit (Prepaid),2147483647,08/2022,222,YES,2,$22,10/1999,2016,No
5611,364,Mastercard,Credit,2147483647,11/2010,89,YES,1,$1800,11/2010,2010,No
2629,1176,Amex,Credit,2147483647,09/2010,909,YES,1,$21700,04/2010,2010,No
4909,1317,Mastercard,Debit,2147483647,12/2017,287,YES,1,$12793,09/2017,2017,No
4004,1130,Visa,Credit,2147483647,07/2022,704,YES,2,$11400,07/2012,2012,No
1178,5,Mastercard,Debit,2147483647,01/2022,42,YES,2,$18894,02/2009,2015,No
2260,207,Visa,Debit,2147483647,02/2021,426,YES,2,$5141,03/2010,2010,No
5162,795,Mastercard,Debit,2147483647,12/2023,983,YES,1,$27795,10/2009,2014,No
66,1430,Discover,Credit,2147483647,03/2020,792,YES,1,$12200,01/2005,2013,No
1980,687,Visa,Debit,2147483647,02/2020,79,YES,2,$19446,02/2020,2020,No
471,340,Mastercard,Debit (Prepaid),2147483647,08/2020,626,YES,1,$65,01/2020,2020,No
645,717,Mastercard,Debit,2147483647,02/2020,466,YES,2,$22043,01/2020,2020,No
4289,1782,Mastercard,Debit,2147483647,07/2024,811,YES,1,$15695,08/2009,2010,No
1181,1921,Mastercard,Debit (Prepaid),2147483647,04/2020,283,YES,2,$89,02/2009,2009,No
3230,1940,Visa,Debit,2147483647,02/2021,257,NO,2,$311,06/2001,2011,No
3135,921,Mastercard,Debit,2147483647,03/2024,112,YES,1,$41714,05/2013,2013,No
5780,1244,Mastercard,Debit,2147483647,02/2024,332,YES,1,$14270,12/2002,2014,No
5907,1448,Visa,Credit,2147483647,07/2024,768,YES,2,$4600,12/2007,2011,No
4104,1077,Visa,Debit (Prepaid),2147483647,05/2020,704,YES,2,$33,08/2001,2009,No
4539,1074,Visa,Debit,2147483647,09/2024,793,NO,2,$15029,09/2003,2007,No
2996,1981,Mastercard,Debit,2147483647,08/2022,332,YES,2,$20962,05/2009,2009,No
5058,1484,Visa,Debit,2147483647,06/2023,619,YES,2,$14217,10/2006,2012,No
4034,474,Discover,Credit,2147483647,09/2022,583,YES,2,$14600,07/2015,2015,No
432,225,Discover,Credit,2147483647,09/2023,953,YES,2,$16600,01/2020,2020,No
918,805,Visa,Debit,2147483647,01/2020,433,YES,1,$17535,01/2020,2020,No
347,784,Mastercard,Debit (Prepaid),2147483647,11/2022,136,YES,2,$64,01/2015,2015,No
2728,1020,Mastercard,Debit,2147483647,02/2020,231,YES,1,$26317,04/2014,2014,No
3770,1031,Mastercard,Credit,2147483647,04/2024,94,YES,1,$15700,07/2006,2010,No
4918,1727,Visa,Debit,2147483647,03/2021,862,YES,2,$27066,09/2018,2018,No
5658,659,Visa,Debit,2147483647,02/2021,363,YES,1,$10538,11/2011,2011,No
2075,1972,Amex,Credit,2147483647,08/2012,412,NO,2,$6000,03/2005,2013,No
123,280,Amex,Credit,2147483647,05/2007,921,YES,1,$13600,01/2007,2009,No
4581,60,Mastercard,Debit,2147483647,04/2017,23,YES,1,$10233,09/2005,2017,No
3478,550,Mastercard,Debit (Prepaid),2147483647,01/2021,63,YES,2,$99,06/2010,2011,No
4353,1170,Visa,Debit,2147483647,11/2021,873,YES,2,$19442,08/2010,2010,No
1400,1304,Amex,Credit,2147483647,02/2020,876,YES,2,$27000,02/2020,2020,No
2006,1259,Visa,Debit,2147483647,07/2022,40,YES,1,$78790,03/1997,2011,No
3512,612,Discover,Credit,2147483647,03/2021,613,YES,2,$9300,06/2011,2011,No
4136,720,Mastercard,Debit,2147483647,08/2021,647,YES,1,$974,08/2004,2008,No
2766,649,Visa,Debit,2147483647,07/2020,376,YES,1,$14558,04/2016,2016,No
5615,1357,Mastercard,Debit,2147483647,02/2021,748,YES,2,$2833,11/2010,2013,No
1018,1699,Mastercard,Credit,2147483647,06/2006,758,YES,1,$24600,02/2003,2013,No
3062,327,Mastercard,Debit,2147483647,07/2020,750,YES,2,$9165,05/2010,2010,No
3652,665,Mastercard,Debit,2147483647,10/2024,260,YES,1,$8747,07/1998,2007,No
2034,122,Mastercard,Debit,2147483647,10/2021,407,YES,3,$15774,03/2002,2007,No
3992,1636,Amex,Credit,2147483647,04/2023,544,YES,1,$4600,07/2012,2012,No
3929,1371,Mastercard,Debit,2147483647,09/2023,178,NO,1,$25224,07/2010,2011,No
5514,141,Visa,Credit,2147483647,02/2022,745,YES,1,$9200,11/2007,2014,No
5116,1428,Mastercard,Debit (Prepaid),2147483647,12/2022,25,YES,1,$47,10/2008,2016,No
4007,409,Mastercard,Debit,2147483647,01/2024,897,YES,2,$9281,07/2013,2013,No
2124,106,Mastercard,Credit,2147483647,06/2022,790,YES,2,$9100,03/2006,2011,No
344,1775,Mastercard,Debit,2147483647,02/2020,924,YES,2,$17201,01/2015,2015,No
2724,580,Mastercard,Debit,2147483647,03/2021,952,YES,1,$14471,04/2014,2014,No
401,1040,Amex,Credit,2147483647,07/2020,141,YES,2,$16400,01/2020,2020,No
1925,596,Visa,Credit,2147483647,01/2022,108,NO,1,$7200,02/2020,2020,No
457,1943,Mastercard,Debit (Prepaid),2147483647,01/2021,310,YES,1,$81,01/2020,2020,No
1452,497,Discover,Credit,2147483647,02/2020,577,YES,2,$13900,02/2020,2020,No
811,716,Visa,Credit,2147483647,01/2023,900,YES,1,$7000,01/2020,2020,No
86,284,Visa,Debit,2147483647,07/2023,124,YES,2,$18270,01/2005,2011,No
2655,1372,Visa,Debit,2147483647,08/2020,742,YES,2,$2330,04/2010,2011,No
4514,827,Mastercard,Debit,2147483647,10/2012,975,YES,2,$8133,09/2001,2012,No
4813,546,Mastercard,Debit,2147483647,08/2016,838,YES,2,$2559,09/2011,2011,No
3453,371,Visa,Debit,2147483647,02/2022,790,YES,2,$27382,06/2009,2014,No
4896,844,Mastercard,Credit,2147483647,12/2024,683,NO,2,$8900,09/2016,2016,No
3677,1464,Mastercard,Debit,2147483647,06/2020,131,YES,2,$24129,07/2002,2018,No
698,289,Mastercard,Debit,2147483647,01/2020,713,YES,1,$7640,01/2020,2020,No
6056,1207,Visa,Debit,2147483647,08/2021,507,YES,1,$17010,12/2011,2011,No
2632,1852,Mastercard,Credit,2147483647,04/2021,37,YES,2,$21600,04/2010,2010,No
5424,822,Mastercard,Debit,2147483647,07/2024,951,YES,1,$29351,11/2005,2007,No
4001,1672,Mastercard,Debit (Prepaid),2147483647,01/2024,653,NO,1,$65,07/2012,2012,No
1849,788,Visa,Debit,2147483647,06/2021,353,YES,2,$27220,02/2020,2020,No
1104,1413,Discover,Credit,2147483647,10/2020,816,YES,1,$6500,02/2007,2014,No
1611,1656,Mastercard,Debit,2147483647,03/2024,914,YES,1,$16415,02/2020,2020,No
6124,919,Mastercard,Credit,2147483647,04/2021,470,YES,2,$17100,12/2016,2016,No
2512,227,Visa,Debit,2147483647,04/2020,286,YES,2,$52609,04/2006,2010,No
5722,1928,Mastercard,Credit,2147483647,02/2021,850,NO,1,$14800,11/2016,2016,No
5649,358,Mastercard,Debit,2147483647,05/2022,379,YES,2,$6863,11/2011,2011,No
5767,1495,Visa,Debit,2147483647,07/2020,502,YES,1,$25497,12/2000,2012,No
668,337,Mastercard,Debit (Prepaid),2147483647,01/2024,40,YES,2,$86,01/2020,2020,No
3653,177,Mastercard,Debit,2147483647,04/2020,255,YES,2,$25392,07/1998,2014,No
3665,1296,Mastercard,Debit,2147483647,06/2021,526,YES,2,$4317,07/2001,2011,No
1863,955,Visa,Credit,2147483647,06/2022,847,YES,2,$1100,02/2020,2020,No
4989,163,Mastercard,Debit,2147483647,09/2023,728,YES,1,$12873,10/2003,2008,No
510,736,Mastercard,Debit (Prepaid),2147483647,09/2024,397,YES,2,$100,01/2020,2020,No
5823,1049,Visa,Debit,2147483647,12/2023,234,YES,2,$13122,12/2004,2009,No
3519,899,Mastercard,Debit,2147483647,02/2016,369,NO,1,$22172,06/2011,2016,No
1886,653,Visa,Credit,2147483647,06/2021,560,YES,2,$12900,02/2020,2020,No
5233,582,Mastercard,Debit,2147483647,01/2016,949,YES,1,$19536,10/2011,2014,No
70,1993,Mastercard,Credit,2147483647,09/2012,789,YES,2,$19500,01/2005,2010,No
5673,364,Mastercard,Debit,2147483647,10/2023,723,YES,1,$15612,11/2012,2012,No
4767,454,Mastercard,Debit,2147483647,10/2010,394,YES,1,$19970,09/2010,2010,No
1544,1751,Mastercard,Credit,2147483647,02/2021,743,YES,2,$4600,02/2020,2020,No
190,1995,Amex,Credit,2147483647,08/2023,737,NO,2,$9700,01/2009,2009,No
1510,421,Mastercard,Debit,2147483647,06/2023,453,YES,1,$23875,02/2020,2020,No
1383,1717,Visa,Debit,2147483647,08/2022,593,YES,2,$22765,02/2018,2018,No
5337,1724,Mastercard,Debit,2147483647,09/2024,794,YES,1,$12551,10/2019,2019,No
1294,48,Visa,Debit,2147483647,12/2022,568,YES,2,$15018,02/2011,2011,No
2901,221,Mastercard,Debit,2147483647,12/2021,939,YES,2,$2209,05/2006,2013,No
1956,1025,Visa,Debit,2147483647,02/2022,368,YES,2,$11237,02/2020,2020,No
2622,61,Visa,Debit,2147483647,03/2021,177,YES,2,$27878,04/2009,2011,No
2131,1517,Visa,Debit (Prepaid),2147483647,03/2022,193,YES,2,$18,03/2006,2013,No
1659,596,Mastercard,Credit,2147483647,06/2023,951,YES,2,$10700,02/2020,2020,No
5203,907,Mastercard,Credit,2147483647,06/2019,353,NO,1,$8800,10/2010,2010,No
3759,1957,Mastercard,Debit (Prepaid),2147483647,10/2006,699,YES,1,$26,07/2006,2019,No
3018,1393,Visa,Debit,2147483647,05/2021,930,YES,2,$8845,05/2009,2010,No
5047,1891,Discover,Credit,2147483647,03/2023,515,YES,2,$13100,10/2006,2006,No
2417,27,Mastercard,Credit,2147483647,06/2023,835,YES,2,$9900,04/2001,2007,No
5708,1876,Mastercard,Debit,2147483647,08/2022,295,YES,1,$29037,11/2015,2015,No
1209,461,Mastercard,Debit,2147483647,07/2024,170,YES,1,$23344,02/2010,2010,No
2478,1266,Mastercard,Debit,2147483647,10/2024,603,YES,2,$15119,04/2005,2011,No
3972,1302,Mastercard,Debit (Prepaid),2147483647,10/2022,616,YES,2,$13,07/2011,2014,No
5400,576,Amex,Credit,2147483647,04/2023,589,YES,2,$8100,11/2004,2011,No
2666,164,Visa,Credit,2147483647,03/2022,11,YES,1,$5100,04/2010,2011,No
28,1852,Visa,Debit,2147483647,10/2023,543,YES,2,$36425,01/2002,2004,No
3642,1181,Mastercard,Credit,2147483647,01/2021,811,YES,2,$0,06/2019,2019,No
2258,702,Visa,Credit,2147483647,04/2021,58,YES,1,$20100,03/2010,2017,No
4463,368,Mastercard,Credit,2147483647,06/2020,567,YES,2,$13000,08/2017,2017,No
1535,1473,Mastercard,Debit,2147483647,06/2022,678,NO,2,$13466,02/2020,2020,No
3329,1520,Visa,Debit,2147483647,01/2018,48,YES,2,$24544,06/2006,2013,No
1655,608,Mastercard,Debit (Prepaid),2147483647,02/2020,816,YES,1,$61,02/2020,2020,No
2524,818,Amex,Credit,2147483647,08/2008,125,YES,1,$6200,04/2007,2014,No
2875,200,Amex,Credit,2147483647,04/2023,59,YES,2,$1400,05/2005,2009,No
1649,1933,Mastercard,Debit (Prepaid),2147483647,12/2021,114,YES,1,$91,02/2020,2020,No
2764,569,Visa,Credit,2147483647,08/2022,761,YES,2,$5900,04/2016,2016,No
1190,906,Visa,Credit,2147483647,09/2024,817,YES,2,$10400,02/2009,2010,No
1660,1715,Mastercard,Debit,2147483647,11/2021,320,NO,1,$6824,02/2020,2020,No
4485,1433,Visa,Credit,2147483647,07/2021,890,YES,2,$4200,08/2019,2019,No
2746,1697,Mastercard,Debit (Prepaid),2147483647,09/2020,930,YES,1,$63,04/2015,2015,No
1324,58,Mastercard,Debit,2147483647,05/2022,840,YES,2,$23838,02/2013,2013,No
5436,1014,Visa,Debit (Prepaid),2147483647,10/2020,440,YES,2,$76,11/2005,2007,No
523,829,Mastercard,Debit,2147483647,10/2023,139,YES,3,$11018,01/2020,2020,No
1812,1353,Visa,Debit,2147483647,12/2024,840,YES,1,$13635,02/2020,2020,No
5773,876,Mastercard,Debit,2147483647,09/2020,24,NO,2,$9146,12/2001,2012,No
5819,1872,Mastercard,Debit,2147483647,07/2011,308,YES,1,$26328,12/2004,2005,No
975,663,Mastercard,Debit,2147483647,05/2021,732,NO,2,$2046,02/2000,2008,No
2707,132,Visa,Credit,2147483647,01/2021,231,YES,2,$0,04/2012,2012,No
171,7,Mastercard,Debit,2147483647,04/2023,44,NO,2,$21274,01/2008,2009,No
2550,1867,Visa,Debit (Prepaid),2147483647,04/2015,23,YES,2,$96,04/2007,2015,No
4882,803,Mastercard,Debit,2147483647,01/2021,670,YES,1,$20552,09/2015,2015,No
1754,1545,Mastercard,Debit,2147483647,02/2020,674,YES,1,$19294,02/2020,2020,No
417,8,Amex,Credit,2147483647,07/2022,960,YES,1,$12900,01/2020,2020,No
3933,1513,Mastercard,Debit,2147483647,10/2021,416,YES,1,$36344,07/2010,2010,No
2360,1435,Visa,Debit,2147483647,10/2020,216,YES,2,$38837,03/2016,2016,No
1152,177,Mastercard,Debit,2147483647,06/2022,102,YES,2,$4880,02/2008,2010,No
3613,851,Visa,Credit,2147483647,01/2020,438,YES,2,$8100,06/2016,2016,No
666,344,Mastercard,Debit,2147483647,01/2021,442,YES,1,$23750,01/2020,2020,No
416,614,Amex,Credit,2147483647,02/2020,498,YES,1,$13700,01/2020,2020,No
2032,951,Mastercard,Debit (Prepaid),2147483647,08/2017,310,YES,1,$80,03/2002,2008,No
3695,96,Mastercard,Debit,2147483647,04/2023,952,YES,2,$19959,07/2003,2013,No
4845,1528,Visa,Credit,2147483647,04/2024,305,YES,2,$7800,09/2012,2012,No
1993,1999,Visa,Credit,2147483647,11/2022,710,YES,2,$7100,02/2020,2020,No
