"id","current_age","retirement_age","birth_year","birth_month","gender","address","latitude","longitude","per_capita_income","yearly_income","total_debt","credit_score","num_credit_cards","created_at"
1346,53,65,1966,3,Female,"696 Oak Boulevard",36.81,-119.75,17985,36672,99454,655,2,2010-01-10 00:00:00.000
1906,18,71,2001,10,Male,"3699 Lafayette Avenue",41.26,-96.01,14199,28950,61297,609,1,2010-01-10 00:00:00.000
1166,44,66,1975,5,Female,"8659 El Camino Street",39.39,-84.56,19569,39898,43630,682,3,2010-01-10 00:00:00.000
204,31,67,1988,9,Female,"775 Lexington Boulevard",30.64,-97.68,20968,42754,60172,656,1,2010-01-10 00:00:00.000
1453,37,73,1982,11,Female,"4830 Ocean Drive",33.73,-87.28,17716,36122,51593,641,2,2010-01-10 00:00:00.000
1775,26,67,1993,8,Male,"2484 Norfolk Drive",38.91,-75.43,18622,37968,55982,788,3,2010-01-10 00:00:00.000
1098,50,71,1969,3,Male,"772 Fifth Boulevard",42.67,-95.3,16901,34456,54634,752,4,2010-01-10 00:00:00.000
391,85,66,1934,7,Female,"31 Hill Boulevard",33.69,-78.89,19025,35270,1769,731,6,2010-01-10 00:00:00.000
1691,23,61,1996,11,Female,"5459 El Camino Avenue",35.12,-81.51,14443,29450,36002,692,1,2010-01-10 00:00:00.000
296,48,71,1971,3,Male,"9570 North Drive",40.81,-74.1,37170,75785,117920,814,3,2010-01-10 00:00:00.000
365,55,70,1964,9,Female,"1392 Plum Avenue",40.64,-73.94,18719,38165,45891,719,1,2010-01-10 00:00:00.000
45,61,67,1959,1,Female,"9473 Mill Street",40.86,-74.15,31281,63781,111808,654,1,2010-01-10 00:00:00.000
874,24,68,1995,3,Male,"4973 Martin Luther King Lane",39.38,-119.67,30757,62711,68777,798,3,2010-01-10 00:00:00.000
642,35,62,1984,5,Female,"96 Ninth Drive",33.11,-94.16,16746,34143,49839,648,4,2010-01-10 00:00:00.000
1690,18,67,2001,3,Female,"356 Plum Boulevard",32.93,-94.7,15832,32281,80882,630,2,2010-01-10 00:00:00.000
1014,54,70,1965,9,Female,"393 Mountain View Lane",33.6,-117.82,96516,196784,437533,729,3,2010-01-10 00:00:00.000
959,35,67,1984,11,Female,"5223 Lafayette Drive",40.22,-74.93,50208,102369,189558,738,2,2010-01-10 00:00:00.000
1308,36,67,1984,2,Female,"28 Lexington Drive",47.36,-122.1,28919,58964,71890,619,1,2010-01-10 00:00:00.000
656,61,64,1958,5,Female,"98 Ninth Street",35.06,-85.09,25814,52633,137109,704,1,2010-01-10 00:00:00.000
1889,66,67,1953,7,Male,"23 El Camino Street",27.97,-82.76,23528,47972,0,748,5,2010-01-10 00:00:00.000
829,29,70,1990,3,Female,"587 East Lane",35.36,-79.13,17854,36404,11745,726,3,2010-01-10 00:00:00.000
1104,91,66,1928,3,Male,"120 Lafayette Boulevard",26.23,-80.13,18266,40141,805,850,6,2010-01-10 00:00:00.000
1037,38,67,1981,9,Male,"889 Forest Lane",29.67,-82.33,24992,50957,73187,653,2,2010-01-10 00:00:00.000
887,55,66,1964,4,Male,"3999 West Lane",42.25,-71.9,26137,53287,51026,816,4,2010-01-10 00:00:00.000
317,67,65,1952,3,Female,"816 El Camino Drive",39.74,-121.6,15436,19199,15091,715,3,2010-01-10 00:00:00.000
591,50,60,1969,11,Male,"320 Second Street",34.97,-89.99,18861,38458,65836,696,3,2010-01-10 00:00:00.000
220,33,67,1986,11,Female,"3550 Sixth Boulevard",38.1,-122.63,30335,61846,12525,722,4,2010-01-10 00:00:00.000
798,50,68,1969,9,Female,"9982 Summit Boulevard",33.57,-117.14,24069,49076,56547,715,4,2010-01-10 00:00:00.000
1550,18,67,2001,4,Male,"6445 Ninth Lane",47.85,-122.28,24564,50086,51164,776,3,2010-01-10 00:00:00.000
151,18,65,2002,2,Female,"303 Lexington Drive",26.23,-80.13,27916,56921,115330,823,1,2010-01-10 00:00:00.000
1637,32,66,1988,2,Female,"8445 11th Lane",34.99,-80.86,26878,54804,172493,687,2,2010-01-10 00:00:00.000
1143,20,61,2000,2,Female,"72 Lexington Avenue",40.55,-74.28,30587,62365,137710,606,1,2010-01-10 00:00:00.000
1366,25,63,1994,9,Female,"212 Lincoln Lane",30.33,-81.65,19617,40000,127951,767,3,2010-01-10 00:00:00.000
1304,24,70,1995,8,Female,"229 River Avenue",40.99,-74.34,44540,90812,175569,850,3,2010-01-10 00:00:00.000
1821,21,68,1998,9,Male,"740 Burns Lane",38.27,-104.62,21394,43617,16661,803,3,2010-01-10 00:00:00.000
857,90,62,1929,10,Male,"3019 Elm Drive",39.46,-74.99,17685,41831,1100,615,1,2010-01-10 00:00:00.000
981,44,68,1975,11,Male,"4169 Fourth Lane",34.23,-119.07,27544,56163,104767,671,1,2010-01-10 00:00:00.000
873,52,68,1967,8,Female,"65 Fifth Boulevard",28.24,-81.28,22086,45037,31792,710,3,2010-01-10 00:00:00.000
1298,32,70,1987,12,Female,"3535 West Drive",34.01,-118.2,12557,25603,26348,729,2,2010-01-10 00:00:00.000
1838,18,68,2001,12,Female,"753 East Avenue",35.05,-78.87,19520,39803,53607,695,1,2010-01-10 00:00:00.000
625,19,66,2000,12,Female,"4135 Valley Stream Lane",36.33,-82.36,23224,47350,47026,680,1,2010-01-10 00:00:00.000
193,23,65,1996,7,Female,"4343 Mountain View Boulevard",44.48,-103.84,18583,37891,66163,749,1,2010-01-10 00:00:00.000
1743,18,75,2002,1,Female,"76 Federal Avenue",39.19,-96.59,25658,52315,109513,774,4,2010-01-10 00:00:00.000
1178,59,68,1960,11,Female,"2475 Little Creek Boulevard",30.56,-97.86,25872,52754,38191,693,5,2010-01-10 00:00:00.000
269,21,69,1998,5,Female,"537 Fourth Lane",39.65,-82.74,19000,38739,0,689,3,2010-01-10 00:00:00.000
728,30,67,1989,7,Female,"385 Grant Street",39.08,-94.35,16224,33076,50117,721,3,2010-01-10 00:00:00.000
925,31,68,1988,3,Male,"4165 Valley Avenue",38.76,-89.97,28710,58538,93153,610,1,2010-01-10 00:00:00.000
606,48,67,1971,12,Male,"1773 Hill Street",39.4,-88.8,16300,33236,57549,747,1,2010-01-10 00:00:00.000
739,38,64,1981,7,Female,"6022 Mill Street",29.76,-95.38,33925,69171,102537,622,1,2010-01-10 00:00:00.000
1745,20,65,2000,2,Female,"8643 Lafayette Boulevard",33.94,-83.99,24252,49449,30723,728,3,2010-01-10 00:00:00.000
1043,21,61,1998,9,Female,"95 Burns Drive",42.37,-71.11,47637,97127,210206,660,2,2010-01-10 00:00:00.000
1935,23,65,1997,2,Female,"98 Mountain View Drive",30.21,-92.02,22001,44862,78350,750,3,2010-01-10 00:00:00.000
1716,18,65,2001,4,Female,"1692 Hillside Avenue",32.21,-98.67,12583,25654,55761,746,1,2010-01-10 00:00:00.000
429,22,68,1997,11,Male,"8145 Spruce Boulevard",35.19,-80.83,26481,53995,89056,683,3,2010-01-10 00:00:00.000
327,44,67,1975,7,Male,"7485 Seventh Street",44.41,-71.97,18069,36843,52248,772,5,2010-01-10 00:00:00.000
344,18,63,2002,1,Male,"7193 George Boulevard",34.22,-118.59,24074,49084,106863,577,3,2010-01-10 00:00:00.000
903,25,67,1994,8,Male,"2484 Essex Avenue",41.38,-72.85,29231,59599,79126,717,5,2010-01-10 00:00:00.000
395,39,72,1981,2,Male,"1105 Wessex Avenue",32.69,-97.12,24331,49611,110543,739,4,2010-01-10 00:00:00.000
1085,27,66,1992,6,Female,"563 Jefferson Boulevard",32.97,-117.02,36390,74198,16084,838,3,2010-01-10 00:00:00.000
1902,36,68,1984,2,Female,"4350 Valley Boulevard",39.74,-81.51,15950,32522,28260,769,2,2010-01-10 00:00:00.000
701,28,59,1991,12,Female,"7087 Plum Street",27.75,-82.64,26476,53984,76118,701,1,2010-01-10 00:00:00.000
665,81,65,1939,1,Female,"374 Lexington Street",41.23,-80.81,12406,11613,427,790,8,2010-01-10 00:00:00.000
1334,38,65,1981,4,Female,"17 Tenth Avenue",43.0,-78.87,19433,39627,47793,718,4,2010-01-10 00:00:00.000
1713,18,68,2001,11,Female,"3395 Spruce Drive",39.1,-94.62,16795,34242,0,837,1,2010-01-10 00:00:00.000
1431,56,61,1963,3,Female,"6134 Littlewood Lane",30.38,-89.06,19327,39409,52076,599,1,2010-01-10 00:00:00.000
1471,31,76,1988,11,Male,"7948 Martin Luther King Avenue",35.1,-90.0,10730,21876,20169,786,2,2010-01-10 00:00:00.000
895,46,70,1973,8,Female,"9503 South Street",34.23,-116.86,15515,31632,76538,832,3,2010-01-10 00:00:00.000
969,24,70,1996,2,Female,"18360 Valley Avenue",33.81,-117.79,28884,58893,113715,666,3,2010-01-10 00:00:00.000
1973,58,65,1962,1,Female,"501 Grant Lane",34.87,-85.5,15950,32520,29433,731,4,2010-01-10 00:00:00.000
540,25,69,1994,9,Female,"76009 Valley Stream Boulevard",42.37,-87.86,15770,32160,62803,634,1,2010-01-10 00:00:00.000
821,73,60,1946,7,Male,"833 Elm Lane",29.76,-95.38,12434,18015,10463,645,2,2010-01-10 00:00:00.000
370,61,58,1958,11,Male,"381 Fifth Lane",34.07,-117.62,16113,41904,12545,655,4,2010-01-10 00:00:00.000
1160,27,65,1992,4,Male,"238 Eighth Avenue",41.8,-80.06,16965,34591,65770,688,2,2010-01-10 00:00:00.000
607,25,64,1994,8,Male,"55 Third Drive",41.92,-87.81,20902,42617,67590,771,5,2010-01-10 00:00:00.000
1795,25,66,1994,10,Female,"79 Hill Avenue",45.25,-93.33,29580,60310,91017,647,6,2010-01-10 00:00:00.000
1965,24,65,1996,1,Male,"34 Oak Boulevard",43.9,-123.02,18364,37443,0,745,1,2010-01-10 00:00:00.000
654,47,69,1972,7,Female,"646 South Lane",39.14,-81.78,16618,33883,50616,524,1,2010-01-10 00:00:00.000
1443,47,69,1972,7,Male,"318 Ninth Lane",21.44,-158.18,17175,35016,54455,732,3,2010-01-10 00:00:00.000
1784,51,68,1969,1,Male,"6310 El Camino Drive",38.96,-90.18,21680,44206,62813,690,1,2010-01-10 00:00:00.000
1238,31,72,1988,7,Female,"95410 Pine Boulevard",38.87,-77.1,47408,96661,73401,721,2,2010-01-10 00:00:00.000
1439,28,65,1991,11,Female,"5663 Martin Luther King Boulevard",36.19,-82.95,14406,29371,32300,715,2,2010-01-10 00:00:00.000
750,61,68,1959,1,Female,"475 Oak Boulevard",35.19,-80.83,14793,30165,36972,694,2,2010-01-10 00:00:00.000
445,42,59,1977,12,Female,"9864 Fifth Lane",43.88,-85.8,6201,12643,19299,645,1,2010-01-10 00:00:00.000
621,51,63,1968,3,Male,"2227 Federal Lane",29.19,-81.05,13425,27372,54474,612,1,2010-01-10 00:00:00.000
1894,21,70,1999,1,Female,"6595 Summit Boulevard",41.51,-93.48,23347,47602,89319,790,2,2010-01-10 00:00:00.000
1552,62,67,1957,6,Male,"896 Madison Boulevard",43.65,-116.43,22290,45450,85218,686,3,2010-01-10 00:00:00.000
174,23,69,1996,4,Female,"4822 Jefferson Avenue",38.35,-81.63,21899,44644,83108,716,3,2010-01-10 00:00:00.000
549,51,65,1968,4,Male,"774 Wessex Lane",33.3,-111.74,30557,62304,113416,719,4,2010-01-10 00:00:00.000
1858,73,64,1946,12,Male,"6781 Spruce Boulevard",34.25,-118.41,14317,26481,10392,705,1,2010-01-10 00:00:00.000
441,41,64,1978,6,Female,"608 Washington Drive",33.65,-84.86,22613,46108,64994,635,1,2010-01-10 00:00:00.000
1172,50,64,1970,2,Male,"5154 Sixth Avenue",38.02,-121.3,14709,29994,100834,769,1,2010-01-10 00:00:00.000
1438,26,64,1994,1,Female,"4631 Plum Avenue",41.47,-81.67,14737,30049,80474,700,1,2010-01-10 00:00:00.000
766,44,63,1975,8,Female,"66 Plum Avenue",28.23,-82.17,15187,30967,61201,685,3,2010-01-10 00:00:00.000
937,47,63,1973,1,Female,"430 Sixth Avenue",41.01,-73.84,46169,94133,189899,603,1,2010-01-10 00:00:00.000
1601,26,65,1993,5,Female,"388 Third Street",41.31,-73.84,33263,67820,86177,628,2,2010-01-10 00:00:00.000
249,42,69,1977,9,Female,"6777 First Drive",34.1,-117.38,14632,29835,46702,618,7,2010-01-10 00:00:00.000
1004,59,66,1960,5,Male,"868 Maple Drive",37.2,-87.17,16847,34350,61639,705,3,2010-01-10 00:00:00.000
541,51,70,1968,7,Female,"2699 Littlewood Avenue",35.63,-95.95,14293,29144,35268,645,1,2010-01-10 00:00:00.000
1505,29,69,1990,11,Male,"556 Fourth Street",38.04,-97.34,18479,37677,66737,685,2,2010-01-10 00:00:00.000
1460,24,65,1995,7,Female,"7454 12th Lane",42.52,-87.88,30288,61760,163824,590,2,2010-01-10 00:00:00.000
1271,34,66,1985,10,Male,"539 Maple Drive",36.11,-80.07,23738,48398,138998,642,3,2010-01-10 00:00:00.000
485,39,64,1980,10,Male,"6889 Summit Lane",35.48,-120.92,18740,38211,84427,665,2,2010-01-10 00:00:00.000
1919,83,59,1936,11,Male,"7994 Maple Lane",40.95,-72.19,37846,80493,2027,610,5,2010-01-10 00:00:00.000
1371,86,65,1933,6,Female,"143 Catherine Boulevard",21.41,-157.79,24516,49529,1385,689,6,2010-01-10 00:00:00.000
660,31,68,1988,9,Female,"256 Jefferson Street",37.55,-77.46,21602,44041,109159,680,2,2010-01-10 00:00:00.000
1201,60,66,1959,11,Male,"175 Valley Drive",42.36,-71.36,56632,115465,195657,715,4,2010-01-10 00:00:00.000
1566,44,64,1976,1,Male,"48 Fourth Avenue",38.69,-121.31,19726,40220,106171,718,3,2010-01-10 00:00:00.000
1968,25,69,1994,11,Female,"611 Elm Lane",40.94,-73.86,31299,63816,100128,775,1,2010-01-10 00:00:00.000
165,34,65,1986,2,Male,"95266 Bayview Drive",37.83,-122.22,52813,107683,225017,694,3,2010-01-10 00:00:00.000
194,52,68,1968,2,Male,"531 Pine Avenue",40.34,-85.35,15048,30681,81680,746,4,2010-01-10 00:00:00.000
276,25,70,1995,1,Male,"9892 George Drive",27.53,-99.48,10626,21666,38058,610,2,2010-01-10 00:00:00.000
264,49,67,1970,8,Male,"468 Park Lane",40.23,-77.02,21728,44303,53407,696,1,2010-01-10 00:00:00.000
226,30,68,1989,8,Male,"4262 Madison Drive",42.62,-70.86,45596,92960,64167,724,3,2010-01-10 00:00:00.000
1252,23,70,1996,7,Female,"473 El Camino Street",33.86,-118.33,25900,52815,77064,658,2,2010-01-10 00:00:00.000
6,19,63,2000,6,Female,"534 Second Lane",32.88,-117.13,27394,55854,111042,782,1,2010-01-10 00:00:00.000
1632,20,70,1999,8,Female,"885 Bayview Lane",46.87,-96.81,22214,45292,88917,660,4,2010-01-10 00:00:00.000
483,49,68,1971,2,Female,"253 West Drive",48.53,-122.31,19604,39969,68456,713,3,2010-01-10 00:00:00.000
36,31,63,1988,6,Male,"8486 Catherine Street",37.23,-80.42,24640,50242,84457,722,2,2010-01-10 00:00:00.000
1418,25,69,1994,5,Female,"309 River Avenue",44.13,-89.52,13210,26939,69587,752,1,2010-01-10 00:00:00.000
1657,35,68,1984,9,Male,"600 River Lane",33.87,-118.21,12849,26201,42551,655,1,2010-01-10 00:00:00.000
941,56,72,1963,6,Female,"3248 Hill Drive",43.34,-73.67,22273,45416,82611,713,1,2010-01-10 00:00:00.000
192,27,66,1992,6,Male,"888 Fifth Lane",38.65,-121.25,27548,56164,15224,761,2,2010-01-10 00:00:00.000
911,18,68,2001,11,Male,"69524 Valley Lane",37.33,-88.07,14500,29562,31509,757,1,2010-01-10 00:00:00.000
1299,40,70,1979,11,Female,"2578 Park Boulevard",39.29,-85.76,18295,37299,31923,723,2,2010-01-10 00:00:00.000
1312,31,66,1988,4,Female,"5190 Grant Street",37.3,-121.8,25115,51209,76900,765,1,2010-01-10 00:00:00.000
1991,21,65,1998,10,Male,"979 Fifth Avenue",39.98,-82.98,11243,22922,9004,694,1,2010-01-10 00:00:00.000
1970,18,66,2001,6,Male,"876 Main Avenue",42.32,-72.67,25442,51873,70144,731,2,2010-01-10 00:00:00.000
865,41,65,1979,2,Male,"9684 Grant Drive",38.06,-78.9,18531,37786,107692,693,5,2010-01-10 00:00:00.000
1005,21,67,1998,11,Male,"78596 Birch Drive",29.76,-95.38,19364,39485,144101,685,1,2010-01-10 00:00:00.000
503,47,61,1973,2,Female,"54 Valley Lane",41.83,-87.68,14497,29564,54279,694,2,2010-01-10 00:00:00.000
24,48,64,1971,11,Female,"55378 Burns Avenue",42.27,-89.06,18906,38554,47186,708,1,2010-01-10 00:00:00.000
572,29,67,1991,1,Male,"202 Washington Drive",29.95,-91.2,23208,47317,42433,680,2,2010-01-10 00:00:00.000
768,53,67,1966,10,Female,"709 River Lane",40.13,-75.06,34043,69412,177225,620,1,2010-01-10 00:00:00.000
1611,68,58,1952,1,Female,"44 Ocean Avenue",33.87,-78.63,13907,20334,9544,684,2,2010-01-10 00:00:00.000
1292,20,68,1999,4,Male,"176 River Boulevard",35.7,-89.99,14249,29051,5819,774,2,2010-01-10 00:00:00.000
255,18,57,2001,8,Female,"8026 East Drive",29.79,-95.82,21214,43253,56323,718,1,2010-01-10 00:00:00.000
718,48,63,1971,8,Male,"7944 Hill Lane",41.64,-85.41,14263,29081,56301,655,3,2010-01-10 00:00:00.000
1428,35,62,1984,11,Female,"800 Ninth Boulevard",37.67,-92.66,13963,28472,42750,508,1,2010-01-10 00:00:00.000
93,33,69,1986,8,Female,"850 Birch Avenue",35.75,-87.79,14073,28696,52910,686,4,2010-01-10 00:00:00.000
1648,66,69,1953,5,Female,"211 Valley Street",40.76,-74.59,91180,185909,461854,621,5,2010-01-10 00:00:00.000
1628,56,59,1964,2,Male,"438 Seventh Avenue",39.77,-86.14,31114,63439,199706,786,2,2010-01-10 00:00:00.000
896,27,65,1993,2,Female,"327 Seventh Boulevard",38.04,-84.45,18278,37268,50388,626,1,2010-01-10 00:00:00.000
1101,25,70,1994,12,Female,"142 Rose Drive",42.11,-72.53,14155,28862,20944,751,2,2010-01-10 00:00:00.000
1065,41,69,1978,8,Female,"6157 Washington Drive",33.45,-117.66,27622,56320,84614,792,3,2010-01-10 00:00:00.000
641,62,68,1957,11,Male,"878 Forest Street",39.98,-82.98,18420,37556,0,735,6,2010-01-10 00:00:00.000
1297,58,67,1961,11,Male,"669 Wessex Lane",34.99,-92.63,18817,38371,50530,703,3,2010-01-10 00:00:00.000
152,37,68,1982,3,Female,"49 Tenth Street",33.72,-84.32,24196,49335,51520,773,3,2010-01-10 00:00:00.000
644,58,65,1961,3,Female,"511 Grant Avenue",34.42,-84.11,20581,41963,53857,741,1,2010-01-10 00:00:00.000
1200,64,64,1956,2,Male,"106 Littlewood Drive",29.76,-95.38,15401,24420,14460,685,1,2010-01-10 00:00:00.000
222,48,70,1971,7,Female,"9243 Oak Street",33.76,-84.33,45818,93417,115916,714,3,2010-01-10 00:00:00.000
453,26,67,1994,2,Female,"682 Martin Luther King Avenue",32.79,-96.76,63159,128775,232506,655,1,2010-01-10 00:00:00.000
116,31,68,1988,8,Male,"168 Sussex Boulevard",42.95,-77.59,32973,67230,45269,685,2,2010-01-10 00:00:00.000
143,22,68,1997,6,Female,"5138 Park Drive",41.55,-87.66,25689,52379,107734,771,3,2010-01-10 00:00:00.000
455,41,69,1979,1,Female,"8676 River Avenue",40.66,-73.73,24412,49776,17352,684,3,2010-01-10 00:00:00.000
1056,24,65,1995,3,Female,"215 Elm Lane",34.28,-119.22,25524,52036,26232,703,3,2010-01-10 00:00:00.000
742,69,67,1950,12,Female,"829 Mill Boulevard",38.74,-77.48,24016,50753,20226,698,4,2010-01-10 00:00:00.000
179,33,67,1986,5,Female,"906 Little Creek Drive",34.98,-80.54,19605,39974,64403,652,2,2010-01-10 00:00:00.000
167,26,72,1994,1,Female,"189 Washington Street",35.88,-80.01,18657,38036,0,743,3,2010-01-10 00:00:00.000
272,30,67,1989,8,Female,"387 Plum Avenue",39.79,-75.14,26193,53407,125586,767,3,2010-01-10 00:00:00.000
1021,21,67,1998,11,Female,"218 East Street",34.14,-117.85,31699,64630,92847,751,2,2010-01-10 00:00:00.000
1728,47,63,1972,10,Female,"2614 Eighth Lane",44.35,-89.07,18937,38615,74337,601,4,2010-01-10 00:00:00.000
1791,61,67,1958,11,Male,"4975 Madison Boulevard",39.77,-86.14,16045,32716,46919,593,3,2010-01-10 00:00:00.000
1437,77,65,1942,4,Female,"456 Birch Lane",47.43,-122.92,19640,44807,13730,751,4,2010-01-10 00:00:00.000
1739,49,62,1970,8,Male,"344 Birch Street",42.01,-95.34,16673,33995,46102,531,1,2010-01-10 00:00:00.000
818,54,66,1965,3,Female,"2571 Plum Avenue",27.98,-80.66,15318,31240,26005,770,5,2010-01-10 00:00:00.000
266,19,65,2000,3,Female,"39 Park Lane",34.02,-118.15,13485,27494,26097,724,1,2010-01-10 00:00:00.000
1760,35,66,1984,11,Female,"610 Lake Drive",39.16,-89.48,17696,36081,118151,682,2,2010-01-10 00:00:00.000
531,18,68,2001,12,Male,"6294 Essex Drive",37.18,-113.6,14470,29497,66044,722,3,2010-01-10 00:00:00.000
1281,92,61,1927,12,Female,"34 Bayview Drive",34.1,-117.38,14632,26546,2480,689,6,2010-01-10 00:00:00.000
1929,29,64,1990,8,Male,"1734 George Drive",37.72,-122.41,20536,41873,76725,717,1,2010-01-10 00:00:00.000
1726,67,65,1952,10,Female,"3667 Washington Avenue",27.75,-82.64,34974,23533,23132,687,1,2010-01-10 00:00:00.000
401,81,71,1938,9,Male,"84497 Valley Stream Drive",34.2,-118.39,15239,28644,879,806,7,2010-01-10 00:00:00.000
801,82,69,1938,2,Female,"2303 12th Lane",32.73,-101.95,14989,23175,1626,723,5,2010-01-10 00:00:00.000
994,85,67,1934,10,Female,"577 12th Lane",40.09,-74.21,13006,9795,396,771,7,2010-01-10 00:00:00.000
1842,45,64,1974,10,Male,"41307 Main Lane",35.11,-106.62,15385,31373,58481,637,2,2010-01-10 00:00:00.000
1589,39,70,1981,1,Female,"6301 Hillside Avenue",34.02,-118.15,13485,27494,44258,702,3,2010-01-10 00:00:00.000
498,20,61,1999,6,Male,"53 Elm Street",20.88,-156.5,22844,46580,91081,660,2,2010-01-10 00:00:00.000
307,18,69,2001,8,Male,"2846 Lake Avenue",30.23,-92.81,18082,36866,0,680,2,2010-01-10 00:00:00.000
1476,29,66,1990,3,Female,"685 Jefferson Avenue",40.71,-74.06,21916,44688,88092,716,3,2010-01-10 00:00:00.000
792,28,65,1992,1,Female,"5863 Grant Avenue",38.71,-95.08,22158,45180,13168,698,2,2010-01-10 00:00:00.000
341,50,66,1969,10,Male,"517 Eighth Drive",40.87,-73.4,51032,104045,0,734,3,2010-01-10 00:00:00.000
524,57,62,1962,3,Male,"252 Eighth Lane",38.37,-81.81,17282,35239,43270,726,1,2010-01-10 00:00:00.000
1337,26,66,1993,9,Male,"9249 Third Lane",27.27,-80.35,18946,38634,42099,800,2,2010-01-10 00:00:00.000
61,44,65,1976,2,Female,"4121 Mountain View Boulevard",41.05,-73.74,45812,93406,151935,801,3,2010-01-10 00:00:00.000
745,18,72,2001,12,Male,"293 First Boulevard",34.06,-117.17,23820,48561,0,752,1,2010-01-10 00:00:00.000
776,55,73,1964,12,Male,"905 West Avenue",35.1,-90.0,47798,97455,219213,616,2,2010-01-10 00:00:00.000
49,38,74,1981,6,Male,"190 Burns Avenue",40.81,-81.93,18962,38663,59053,686,3,2010-01-10 00:00:00.000
212,52,67,1968,2,Male,"142 First Drive",32.79,-96.76,13799,28137,88482,797,6,2010-01-10 00:00:00.000
1048,59,63,1960,12,Female,"265 Ocean Drive",29.79,-95.82,26422,53878,78143,779,4,2010-01-10 00:00:00.000
1996,46,66,1973,6,Female,"7853 Grant Street",29.43,-95.24,21956,44768,59862,728,3,2010-01-10 00:00:00.000
1620,21,68,1998,6,Male,"2537 Forest Boulevard",32.33,-96.62,18112,36924,71952,701,3,2010-01-10 00:00:00.000
693,20,66,1999,8,Female,"5342 Valley Stream Avenue",33.09,-96.88,31905,65051,220951,703,2,2010-01-10 00:00:00.000
1276,82,66,1937,6,Female,"7236 South Boulevard",41.83,-87.68,25365,41793,1141,730,5,2010-01-10 00:00:00.000
1001,20,62,1999,10,Male,"6223 Maple Lane",36.56,-82.19,17795,36283,60989,716,1,2010-01-10 00:00:00.000
1290,53,68,1966,6,Male,"6223 Lexington Drive",33.1,-96.66,32580,66428,197102,669,2,2010-01-10 00:00:00.000
653,19,65,2001,2,Female,"939 Lake Drive",41.64,-71.0,25308,51601,79143,745,1,2010-01-10 00:00:00.000
506,56,68,1964,1,Male,"2742 El Camino Boulevard",42.71,-78.93,25916,52841,36288,733,5,2010-01-10 00:00:00.000
939,80,59,1939,10,Female,"4259 East Lane",40.04,-76.3,19945,34819,2971,696,2,2010-01-10 00:00:00.000
1027,53,68,1966,5,Male,"809 Mountain View Boulevard",38.88,-94.81,30232,61646,0,693,3,2010-01-10 00:00:00.000
91,38,72,1981,10,Female,"89 Washington Boulevard",39.73,-75.53,35630,72647,90579,739,1,2010-01-10 00:00:00.000
489,36,66,1983,8,Male,"430 Grant Boulevard",40.87,-97.59,18024,36753,33657,684,4,2010-01-10 00:00:00.000
372,32,71,1988,1,Male,"4725 North Street",41.66,-83.58,12101,24668,22338,756,1,2010-01-10 00:00:00.000
1539,42,61,1977,3,Female,"215 Main Drive",42.82,-83.25,28463,58034,129546,676,2,2010-01-10 00:00:00.000
1482,54,64,1965,8,Male,"52 Sixth Boulevard",34.06,-84.27,43725,89152,162012,675,1,2010-01-10 00:00:00.000
680,42,63,1977,8,Female,"800 Madison Street",28.5,-81.37,13414,27354,42226,799,1,2010-01-10 00:00:00.000
612,88,67,1931,9,Female,"336 North Street",39.09,-84.51,18959,16296,667,838,7,2010-01-10 00:00:00.000
1212,33,58,1987,2,Male,"3904 Martin Luther King Drive",34.98,-80.54,19605,39975,52575,810,1,2010-01-10 00:00:00.000
809,54,66,1965,5,Female,"2855 Sixth Avenue",41.76,-88.15,41979,85596,159101,618,1,2010-01-10 00:00:00.000
305,51,65,1968,10,Male,"9070 Third Boulevard",44.37,-73.4,14415,29388,21221,755,3,2010-01-10 00:00:00.000
424,24,69,1995,4,Female,"4020 Littlewood Street",40.29,-79.99,25037,51045,127864,772,2,2010-01-10 00:00:00.000
108,50,68,1969,11,Female,"373 Sussex Drive",31.44,-93.45,18709,38142,0,768,4,2010-01-10 00:00:00.000
1676,51,65,1968,12,Male,"919 Martin Luther King Lane",38.81,-94.45,24981,50936,88447,681,3,2010-01-10 00:00:00.000
169,85,71,1934,5,Male,"2 11th Avenue",33.94,-80.39,14224,30451,93,686,4,2010-01-10 00:00:00.000
216,60,66,1959,5,Female,"378 Fourth Boulevard",39.92,-85.36,16273,33178,85620,687,3,2010-01-10 00:00:00.000
1573,71,56,1949,1,Male,"793 Norfolk Avenue",29.18,-82.13,12992,17775,11520,746,1,2010-01-10 00:00:00.000
1427,34,66,1985,10,Female,"326 Elm Lane",35.19,-80.83,49477,100880,210445,770,1,2010-01-10 00:00:00.000
1679,18,67,2002,1,Female,"829 Fourth Boulevard",41.76,-71.48,33914,69149,89214,776,1,2010-01-10 00:00:00.000
614,84,66,1935,9,Female,"129 Sussex Street",35.4,-80.59,20570,16430,2873,779,7,2010-01-10 00:00:00.000
243,20,63,1999,3,Male,"592 Hillside Drive",41.84,-87.79,18714,38158,80609,666,1,2010-01-10 00:00:00.000
449,58,70,1962,2,Female,"901 Oak Street",40.56,-79.75,19517,39796,9452,729,5,2010-01-10 00:00:00.000
602,57,67,1963,1,Male,"46 South Street",36.34,-79.67,16888,34437,0,681,4,2010-01-10 00:00:00.000
1653,42,63,1978,1,Male,"603 Rose Avenue",41.85,-72.65,29261,59663,89579,681,1,2010-01-10 00:00:00.000
